,SMILE,IP,EA,HomoLumoGap,MolWt,MolLogP,MolMR,HeavyAtomCount,LabuteASA,BalabanJ,BertzCT,GWP
0,C(C(F)(F)F)(C(F)(F)F)O,0.20458732594407,-0.5900164340562365,0.4774546677125187,0.09062187941051945,-0.7129319368784656,-0.34477446098854103,0.26150248498493395,0.06901281530542193,0.4972888188563393,0.010625675457143532,2.332272181463379
1, C(=C/F)\C(C(F)(F)F)(C(F)(F)F)F  ,-0.9334699418430269,0.6477181994249085,-0.9172353260504251,0.6951936421696827,1.209906707787634,0.7456891765544499,0.873418299849679,0.7706155657713887,1.3430857776780327,0.878021717258048,0.9209289081359431
2, C(C(C(F)(F)F)(F)F)(Cl)Cl,-0.06267153421460518,1.050827629926279,-0.6040054670859907,0.5491316056552783,0.8792448453704544,0.7860407306775347,0.26150248498493395,0.5935900209906548,0.6463337645466943,0.21006135420458152,2.54999972638605
3, C(C(F)(F)Cl)(F)F  ,0.6885048883318826,0.3343888939483069,-0.03120338586668201,-0.3240088036647745,-0.07093533487916487,-0.5219434250446828,-0.3504133298798111,-0.34477429509123436,-0.09819366567664978,-0.42032001812906616,3.31592413585731
4, C(C(F)(F)F)(OC(F)F)Cl,0.29099786628028607,0.5856038968887102,-0.29023086054074865,0.306798422929545,0.2123540688499112,0.28522261244753583,0.26150248498493395,0.35984187403496876,0.06892541789243493,0.05598568085222731,2.4188961207028745
5, C(C(OC(F)F)(F)F)(F)Cl  ,0.23253160581514618,0.34978659881077007,-0.17065876655345658,0.306798422929545,0.2123540688499112,0.28522261244753583,0.26150248498493395,0.35984187403496876,0.1817628621083255,0.09204841257206255,2.819755258344719
6, C(C(OC(OC(F)(F)F)(F)F)(F)F)(C(F)(F)F)(OC(F)(F)F)F ,0.5280212289041498,-0.10506088057168823,0.7009373627388822,2.954570242254884,2.4120747558704214,1.9543464298198419,2.9131376827321627,2.9050172254404902,1.7666611474508676,3.186245801888645,4.009513521702916
7, C(Cl)Cl ,-0.0353000048586039,0.6307763625065989,-0.5952895057930676,-1.001138636910451,-0.7658714472527535,-0.553118037092953,-1.1663010830328044,-0.917862668078809,-1.7451626954616415,-0.9591941577483525,1.0500021004943831
8, C(CO)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F  ,-1.049293048367458,0.5235572536272356,-0.5839859934913076,3.3233775413256565,2.7228843018972437,3.6125118987145735,3.32108155930866,3.477661602182732,2.3661200277109646,3.9021789056829745,-0.3386389640222234
9, C(F)Cl ,0.1816113306910848,-0.1469254120607617,-0.16589222522138886,-1.2173151804294762,-1.0487406961375894,-1.1934796568723511,-1.1663010830328044,-1.194309746320223,-1.7451626954616415,-0.9386442753910071,1.927542491975369
10, C(OC(OC(F)F)(F)F)(F)F  ,0.9846988339298733,-1.214992752373564,1.7137593023556208,0.3008077511674861,-0.14236165840002954,-0.20871279922635175,0.4654744232731823,0.3137119404677967,0.11983603062261755,0.06460237472015058,3.803893536820567
11, CC(F)(Cl)Cl  ,-0.20764220335983571,0.8152657356633135,-0.659842094118781,-0.5805172820730984,-0.04562100551368172,0.07388303466575784,-0.7583572064563079,-0.4435636436268479,-0.5448312193663664,-0.7499498306573504,2.9438551947749727
12,C(#N)C(C(F)(F)F)(C(F)(F)F)F ,1.210097182946695,1.1558897891688213,-0.17910235405597547,0.44534584486522655,0.2019342287127501,0.12017261013137127,0.6694463615614307,0.5252210994657175,1.277694861805469,0.974159869642426,3.426165147372612
